2024-04-05 10:07:54,340 INFO    StreamThr :52181 [internal.py:wandb_internal():86] W&B internal server running at pid: 52181, started at: 2024-04-05 10:07:54.338356
2024-04-05 10:07:54,341 DEBUG   HandlerThread:52181 [handler.py:handle_request():146] handle_request: status
2024-04-05 10:07:54,347 INFO    WriterThread:52181 [datastore.py:open_for_write():87] open: /Users/gaurav/Developer/Projects/CS6910_2/Part_B/wandb/run-20240405_100754-gtyzv381/run-gtyzv381.wandb
2024-04-05 10:07:54,347 DEBUG   SenderThread:52181 [sender.py:send():378] send: header
2024-04-05 10:07:54,383 DEBUG   SenderThread:52181 [sender.py:send():378] send: run
2024-04-05 10:07:55,188 INFO    SenderThread:52181 [dir_watcher.py:__init__():211] watching files in: /Users/gaurav/Developer/Projects/CS6910_2/Part_B/wandb/run-20240405_100754-gtyzv381/files
2024-04-05 10:07:55,188 INFO    SenderThread:52181 [sender.py:_start_run_threads():1099] run started: gtyzv381 with start time 1712291874.338997
2024-04-05 10:07:55,205 DEBUG   HandlerThread:52181 [handler.py:handle_request():146] handle_request: check_version
2024-04-05 10:07:55,205 DEBUG   SenderThread:52181 [sender.py:send_request():405] send_request: check_version
2024-04-05 10:07:55,287 DEBUG   HandlerThread:52181 [handler.py:handle_request():146] handle_request: run_start
2024-04-05 10:07:55,296 DEBUG   HandlerThread:52181 [system_info.py:__init__():26] System info init
2024-04-05 10:07:55,296 DEBUG   HandlerThread:52181 [system_info.py:__init__():41] System info init done
2024-04-05 10:07:55,297 INFO    HandlerThread:52181 [system_monitor.py:start():194] Starting system monitor
2024-04-05 10:07:55,297 INFO    SystemMonitor:52181 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-05 10:07:55,297 INFO    HandlerThread:52181 [system_monitor.py:probe():214] Collecting system info
2024-04-05 10:07:55,298 INFO    SystemMonitor:52181 [interfaces.py:start():190] Started cpu monitoring
2024-04-05 10:07:55,298 DEBUG   HandlerThread:52181 [system_info.py:probe():150] Probing system
2024-04-05 10:07:55,298 INFO    SystemMonitor:52181 [interfaces.py:start():190] Started disk monitoring
2024-04-05 10:07:55,299 INFO    SystemMonitor:52181 [interfaces.py:start():190] Started gpuapple monitoring
2024-04-05 10:07:55,300 INFO    SystemMonitor:52181 [interfaces.py:start():190] Started memory monitoring
2024-04-05 10:07:55,301 INFO    SystemMonitor:52181 [interfaces.py:start():190] Started network monitoring
2024-04-05 10:07:55,303 DEBUG   HandlerThread:52181 [system_info.py:_probe_git():135] Probing git
2024-04-05 10:07:55,313 DEBUG   HandlerThread:52181 [system_info.py:_probe_git():143] Probing git done
2024-04-05 10:07:55,313 DEBUG   HandlerThread:52181 [system_info.py:probe():198] Probing system done
