2024-04-06 10:44:38,512 INFO    StreamThr :21617 [internal.py:wandb_internal():86] W&B internal server running at pid: 21617, started at: 2024-04-06 10:44:38.511764
2024-04-06 10:44:38,513 DEBUG   HandlerThread:21617 [handler.py:handle_request():146] handle_request: status
2024-04-06 10:44:38,525 INFO    WriterThread:21617 [datastore.py:open_for_write():87] open: /Users/gaurav/Developer/Projects/CS6910_2/Part_A/wandb/run-20240406_104438-se9xs037/run-se9xs037.wandb
2024-04-06 10:44:38,525 DEBUG   SenderThread:21617 [sender.py:send():378] send: header
2024-04-06 10:44:38,550 DEBUG   SenderThread:21617 [sender.py:send():378] send: run
2024-04-06 10:44:39,190 INFO    SenderThread:21617 [dir_watcher.py:__init__():211] watching files in: /Users/gaurav/Developer/Projects/CS6910_2/Part_A/wandb/run-20240406_104438-se9xs037/files
2024-04-06 10:44:39,190 INFO    SenderThread:21617 [sender.py:_start_run_threads():1099] run started: se9xs037 with start time 1712380478.511277
2024-04-06 10:44:39,207 DEBUG   HandlerThread:21617 [handler.py:handle_request():146] handle_request: check_version
2024-04-06 10:44:39,207 DEBUG   SenderThread:21617 [sender.py:send_request():405] send_request: check_version
2024-04-06 10:44:39,279 DEBUG   HandlerThread:21617 [handler.py:handle_request():146] handle_request: run_start
2024-04-06 10:44:39,281 DEBUG   HandlerThread:21617 [system_info.py:__init__():26] System info init
2024-04-06 10:44:39,281 DEBUG   HandlerThread:21617 [system_info.py:__init__():41] System info init done
2024-04-06 10:44:39,281 INFO    HandlerThread:21617 [system_monitor.py:start():194] Starting system monitor
2024-04-06 10:44:39,281 INFO    SystemMonitor:21617 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-06 10:44:39,281 INFO    HandlerThread:21617 [system_monitor.py:probe():214] Collecting system info
2024-04-06 10:44:39,281 INFO    SystemMonitor:21617 [interfaces.py:start():190] Started cpu monitoring
2024-04-06 10:44:39,283 DEBUG   HandlerThread:21617 [system_info.py:probe():150] Probing system
2024-04-06 10:44:39,283 INFO    SystemMonitor:21617 [interfaces.py:start():190] Started disk monitoring
2024-04-06 10:44:39,285 INFO    SystemMonitor:21617 [interfaces.py:start():190] Started gpuapple monitoring
2024-04-06 10:44:39,290 INFO    SystemMonitor:21617 [interfaces.py:start():190] Started memory monitoring
2024-04-06 10:44:39,291 INFO    SystemMonitor:21617 [interfaces.py:start():190] Started network monitoring
2024-04-06 10:44:39,292 DEBUG   HandlerThread:21617 [system_info.py:_probe_git():135] Probing git
2024-04-06 10:44:39,309 DEBUG   HandlerThread:21617 [system_info.py:_probe_git():143] Probing git done
2024-04-06 10:44:39,309 DEBUG   HandlerThread:21617 [system_info.py:probe():198] Probing system done
